CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
36888,"GUARNICAO/MOLDURA DE ACABAMENTO PARA ESQUADRIA DE ALUMINIO ANODIZADO NATURAL, PARA 1 FACE                                                                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"7,75"
40527,"GUINCHO DE ALAVANCA MANUAL, CAPACIDADE DE 1,6 T, COM 20 M DE CABO DE ACO (AQUISICAO)                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"2.170,11"
36497,"GUINCHO DE ALAVANCA MANUAL, CAPACIDADE 3,2 T COM 20 M DE CABO DE ACO DIAMETRO 16,3 MM                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"2.477,42"
36487,"GUINCHO ELETRICO DE COLUNA, CAPACIDADE 400 KG, COM MOTO FREIO, MOTOR TRIFASICO DE 1,25 CV                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"4.313,56"
25952,"GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 28,80 M, CAPACIDADE MAXIMA 30 T, POTENCIA 97 KW, TRACAO 4 X 4                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"630.772,19"
25954,"GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 40 M, CAPACIDADE MAXIMA 60 T, POTENCIA 260 KW, TRACAO 6 X 6                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"1.213.023,44"
25953,"GUINDASTE HIDRAULICO AUTOPROPELIDO, COM LANCA TELESCOPICA 50 M, CAPACIDADE MAXIMA 100 T, POTENCIA 350 KW, TRACAO 10 X 6                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"2.062.139,84"
37776,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 10000 KG, MOMENTO MAXIMO DE CARGA 23 TM , ALCANCE MAXIMO HORIZONTAL 11,80 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 15000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                           ",UN    ,CR,"126.382,81"
37775,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 14340 KG, MOMENTO MAXIMO DE CARGA 42,3 TM, ALCANCE MAXIMO HORIZONTAL 16,80 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 23000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                          ",UN    ,CR,"199.062,50"
36491,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 30000 KG, MOMENTO MAXIMO DE CARGA 92,2 TM , ALCANCE MAXIMO HORIZONTAL  22,00 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 30000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                        ",UN    ,CR,"737.187,50"
10712,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 3300 KG, MOMENTO MAXIMO DE CARGA 5,8 TM , ALCANCE MAXIMO HORIZONTAL  7,60 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 8000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                            ",UN    ,CR,"49.765,62"
3363,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 6200 KG, MOMENTO MAXIMO DE CARGA 11,7 TM , ALCANCE MAXIMO HORIZONTAL  9,70 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 13000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                          ",UN    ,C ,"70.000,00"
3365,"GUINDAUTO HIDRAULICO, CAPACIDADE MAXIMA DE CARGA 8500 KG, MOMENTO MAXIMO DE CARGA 30,4 TM , ALCANCE MAXIMO HORIZONTAL  14,30 M, PARA MONTAGEM SOBRE CHASSI DE CAMINHAO PBT MINIMO 23000 KG (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                         ",UN    ,CR,"163.625,00"
7569,"HASTE ANCORA EM ACO GALVANIZADO, DIMENSOES 16 MM X 2000 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"41,11"
34349,"HASTE DE ACO GALVANIZADO PARA FIXACAO DE CONCERTINA 2 ""/3 M                                                                                                                                                                                                                                                                                                                                                                                                                                               ",UN    ,CR,"10,25"
11991,"HASTE DE ATERRAMENTO EM ACO GALVANIZADO TIPO CANTONEIRA COM 2,00 M DE COMPRIMENTO, 25 X 25 MM E CHAPA DE 3/16""                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"49,44"
20062,"HASTE METALICA PARA FIXACAO DE CALHA PLUVIAL,  ZINCADA, DOBRADA 90 GRAUS                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"12,74"
11029,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 1/4 "" X 30 CM PARA FIXACAO DE TELHA METALICA, INCLUI PORCA E ARRUELAS DE VEDACAO                                                                                                                                                                                                                                                                                                                                                                   ",CJ    ,CR,"0,87"
4316,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 1/4 "" X 40 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA SEXTAVADA DE  ZINCO                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"0,88"
4313,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 5/16"" X 35 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA E ARRUELAS DE VEDACAO                                                                                                                                                                                                                                                                                                                                                            ",CJ    ,CR,"1,26"
4317,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 5/16"" X 40 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA SEXTAVADA DE  ZINCO                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"1,44"
4314,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 5/16"" X 45 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA E ARRUELAS DE VEDACAO                                                                                                                                                                                                                                                                                                                                                            ",CJ    ,CR,"1,69"
10561,HEXAMETAFOSFATO DE SODIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,KG    ,CR,"0,53"
10921,"HIDRANTE DE COLUNA COMPLETO, EM FERRO FUNDIDO, DN = 100 MM, COM REGISTRO, CUNHA DE BORRACHA, CURVA DESSIMETRICA, EXTREMIDADE E TAMPAS (INCLUI KIT FIXACAO)                                                                                                                                                                                                                                                                                                                                                ",UN    ,C ,"3.290,00"
10922,"HIDRANTE DE COLUNA COMPLETO, EM FERRO FUNDIDO, DN = 75 MM, COM REGISTRO, CUNHA DE BORRACHA, CURVA DESSIMETRICA, EXTREMIDADE E TAMPAS (INCLUI KIT FIXACAO)                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"2.979,99"
10923,"HIDRANTE SUBTERRANEO, EM FERRO FUNDIDO, COM CURVA CURTA E CAIXA, DN 75 MM                                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"1.761,30"
10924,"HIDRANTE SUBTERRANEO, EM FERRO FUNDIDO, COM CURVA LONGA E CAIXA, DN 75 MM                                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"1.854,99"
37772,"HIDROJATEADORA PARA DESOBSTRUCAO DE REDES E GALERIAS, TANQUE 7000 L, BOMBA TRIPLEX 120 KGF/CM2 128 L/MIN (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"114.526,71"
37771,"HIDROJATEADORA PARA DESOBSTRUCAO DE REDES E GALERIAS, TANQUE 7000 L, BOMBA TRIPLEX 140 KGF/CM2 260 L/MIN ALIMENTADA POR MOTOR INDEPENDENTE A DIESEL POTENCIA 125 CV (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)                                                                                                                                                                                                                                                                                                ",UN    ,CR,"121.838,18"
12770,"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 10,0 M3/H, DE 1""                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"450,69"
12772,"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 20,0 M3/H, DE 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"749,03"
12768,"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 30,0 M3/H, DE 2""                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"1.053,73"
12775,"HIDROMETRO MULTIJATO, VAZAO MAXIMA DE 7,0 M3/H, DE 1""                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"330,08"
12769,"HIDROMETRO UNIJATO, VAZAO MAXIMA DE 1,5 M3/H, DE 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,C ,"86,33"
12773,"HIDROMETRO UNIJATO, VAZAO MAXIMA DE 3,0 M3/H, DE 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"92,67"
12774,"HIDROMETRO UNIJATO, VAZAO MAXIMA DE 5,0 M3/H, DE 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"114,26"
12776,"HIDROMETRO WOLTMANN, VAZAO MAXIMA DE 50,0 M3/H, DE 2""                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"1.701,20"
12777,"HIDROMETRO WOLTMANN, VAZAO MAXIMA DE 80,0 M3/H, DE 3""                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"2.221,72"
3391,"IGNITOR PARA LAMPADA DE VAPOR DE SODIO / VAPOR METALICO ATE 2000 W, TENSAO DE PULSO ENTRE 600 A 750 V                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"41,44"
3389,"IGNITOR PARA LAMPADA DE VAPOR DE SODIO / VAPOR METALICO ATE 400 W, TENSAO DE PULSO ENTRE 3000 A 4500 V                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,C ,"21,50"
3390,"IGNITOR PARA LAMPADA DE VAPOR DE SODIO / VAPOR METALICO ATE 400 W, TENSAO DE PULSO ENTRE 580 A 750 V                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"24,19"
12873,IMPERMEABILIZADOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,H     ,CR,"15,94"
41076,IMPERMEABILIZADOR (MENSALISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,MES   ,CR,"2.799,61"
140,IMPERMEABILIZANTE FLEXIVEL BRANCO DE BASE ACRILICA PARA COBERTURAS                                                                                                                                                                                                                                                                                                                                                                                                                                        ,KG    ,CR,"16,70"
151,"IMPERMEABILIZANTE INCOLOR PARA TRATAMENTO DE FACHADAS E TELHAS, BASE SILICONE                                                                                                                                                                                                                                                                                                                                                                                                                             ",L     ,CR,"21,01"
7340,"IMUNIZANTE PARA MADEIRA, INCOLOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",L     ,CR,"18,47"
2701,INSTALADOR DE TUBULACOES (TUBOS/EQUIPAMENTOS)                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,H     ,CR,"20,59"
40929,INSTALADOR DE TUBULACOES (TUBOS/EQUIPAMENTOS) (MENSALISTA)                                                                                                                                                                                                                                                                                                                                                                                                                                                ,MES   ,CR,"3.617,62"
38114,"INTERRUPTOR BIPOLAR SIMPLES 10 A, 250 V (APENAS MODULO)                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"14,82"
38064,"INTERRUPTOR BIPOLAR 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)                                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"16,57"
38115,"INTERRUPTOR INTERMEDIARIO 10 A, 250 V (APENAS MODULO)                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"15,82"
38065,"INTERRUPTOR INTERMEDIARIO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"23,51"
38078,"INTERRUPTOR PARALELO + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"13,72"
38113,"INTERRUPTOR PARALELO 10A, 250V (APENAS MODULO)                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"7,45"
38063,"INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"7,99"
38080,"INTERRUPTOR SIMPLES + INTERRUPTOR PARALELO + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"23,82"
38069,"INTERRUPTOR SIMPLES + INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"13,03"
38077,"INTERRUPTOR SIMPLES + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"12,73"
38073,"INTERRUPTOR SIMPLES + 2 INTERRUPTORES PARALELOS 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"19,40"
38112,"INTERRUPTOR SIMPLES 10A, 250V (APENAS MODULO)                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"5,72"
38062,"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)                                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"5,87"
12128,"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA SOBREPOR 4"" X 2"" (CAIXA + MODULO)                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"7,85"
12129,"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA SOBREPOR 4"" X 2"" (CAIXA + 2 MODULOS)                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"10,37"
38081,"INTERRUPTORES PARALELOS (2 MODULOS) + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"20,21"
38070,"INTERRUPTORES PARALELOS (2 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"13,92"
38074,"INTERRUPTORES PARALELOS (3 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"21,17"
38079,"INTERRUPTORES SIMPLES (2 MODULOS) + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"18,17"
38072,"INTERRUPTORES SIMPLES (2 MODULOS) + 1 INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"17,46"
38068,"INTERRUPTORES SIMPLES (2 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"12,05"
38071,"INTERRUPTORES SIMPLES (3 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"14,41"
38412,"INVERSOR DE SOLDA MONOFASICO DE 160 A, POTENCIA DE 5400 W, TENSAO DE 220 V, TURBO VENTILADO, PROTECAO POR FUSIVEL TERMICO, PARA ELETRODOS DE 2,0 A 4,0 MM                                                                                                                                                                                                                                                                                                                                                 ",UN    ,C ,"1.094,30"
3405,"ISOLADOR DE PORCELANA SUSPENSO, DISCO TIPO GARFO OLHAL, DIAMETRO DE 152 MM, PARA TENSAO DE *15* KV                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,CR,"63,21"
3394,"ISOLADOR DE PORCELANA, TIPO BUCHA, PARA TENSAO DE *15* KV                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"333,70"
3393,"ISOLADOR DE PORCELANA, TIPO BUCHA, PARA TENSAO DE *35* KV                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"568,16"
3406,"ISOLADOR DE PORCELANA, TIPO PINO MONOCORPO, PARA TENSAO DE *15* KV                                                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,C ,"19,35"
3395,"ISOLADOR DE PORCELANA, TIPO PINO MONOCORPO, PARA TENSAO DE *35* KV                                                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,CR,"81,62"
3398,"ISOLADOR DE PORCELANA, TIPO ROLDANA, DIMENSOES DE *72* X *72* MM, PARA USO EM BAIXA TENSAO                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"3,88"
34379,"JANELA BASCULANTE EM ALUMINIO, 100 X 100 CM (A X L), ACABAMENTO ACET OU BRILHANTE, BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"236,45"
34378,"JANELA BASCULANTE EM ALUMINIO, 100 X 80 CM (A X L), ACABAMENTO ACET OU BRILHANTE, BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"190,44"
34377,"JANELA BASCULANTE EM ALUMINIO, 80 X 60 CM (A X L), ACABAMENTO ACET OU BRILHANTE, BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"175,63"
581,"JANELA BASCULANTE EM ALUMINIO, 80 X 60 CM (A X L), BATENTE/REQUADRO DE 3 A 14 CM, COM VIDRO, SEM GUARNICAO/ALIZAR                                                                                                                                                                                                                                                                                                                                                                                         ",M2    ,CR,"333,58"
40662,"JANELA BASCULANTE EM MADEIRA PINUS/ EUCALIPTO/ TAUARI/ VIROLA OU EQUIVALENTE DA REGIAO, *60 X 60*, CAIXA DO BATENTE/ MARCO E = *10* CM, 2 BASCULAS PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM GUARNICAO/ALIZAR E SEM ACABAMENTO)                                                                                                                                                                                                                                                                           ",UN    ,CR,"197,55"
3437,"JANELA BASCULANTE EM MADEIRA PINUS/ EUCALIPTO/ TAUARI/ VIROLA OU EQUIVALENTE DA REGIAO, CAIXA DO BATENTE/ MARCO *10* CM, *2* FOLHAS BASCULANTES PARA VIDRO, COM FERRAGENS (SEM VIDRO, SEM GUARNICAO/ALIZAR E SEM ACABAMENTO)                                                                                                                                                                                                                                                                              ",M2    ,CR,"548,76"
11183,"JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 100 X 100 CM (SEM VIDROS)                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"343,40"
11190,"JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X 60 CM (SEM VIDROS)                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,C ,"159,30"
616,"JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X 80 CM (SEM VIDROS)                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"187,34"
615,"JANELA BASCULANTE, ACO, COM BATENTE/REQUADRO, 60 X 80 CM (SEM VIDROS)                                                                                                                                                                                                                                                                                                                                                                                                                                     ",M2    ,CR,"390,31"
