DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO  DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,VINCULO
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94716,"TUBO, CPVC, SOLDÁVEL, DN 22 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,91",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94717,"TUBO, CPVC, SOLDÁVEL, DN 28 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"25,75",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94718,"TUBO, CPVC, SOLDÁVEL, DN 35 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"31,95",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94719,"TUBO, CPVC, SOLDÁVEL, DN 42 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"41,36",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94720,"TUBO, CPVC, SOLDÁVEL, DN 54 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"62,80",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94721,"TUBO, CPVC, SOLDÁVEL, DN 73 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"90,39",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,94722,"TUBO, CPVC, SOLDÁVEL, DN 89 MM, INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"158,32",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,95697,"TUBO DE AÇO PRETO SEM COSTURA, CONEXÃO SOLDADA, DN 40 (1 1/2""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"50,11",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96635,"TUBO, PPR, DN 25, CLASSE PN 20,  INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"23,58",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96636,"TUBO, PPR, DN 25, CLASSE PN 25 INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"25,01",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96644,"TUBO, PPR, DN 25, CLASSE PN 20,  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"14,75",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96645,"TUBO, PPR, DN 32, CLASSE PN 12,  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"19,17",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96646,"TUBO, PPR, DN 40, CLASSE PN 12,  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"29,80",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96647,"TUBO, PPR, DN 25, CLASSE PN 25,  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"13,14",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96648,"TUBO, PPR, DN 32, CLASSE PN 25,  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"24,21",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96649,"TUBO, PPR, DN 40, CLASSE PN 25,  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"35,94",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96668,"TUBO, PPR, DN 25, CLASSE PN 20,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"8,59",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96669,"TUBO, PPR, DN 32, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"10,66",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96670,"TUBO, PPR, DN 40, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"16,17",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96671,"TUBO, PPR, DN 50, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,71",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96672,"TUBO, PPR, DN 63, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"31,92",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96673,"TUBO, PPR, DN 75, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"51,88",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96674,"TUBO, PPR, DN 90, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"72,93",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96675,"TUBO, PPR, DN 110, CLASSE PN 12,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"126,18",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96676,"TUBO, PPR, DN 25, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"8,55",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96677,"TUBO, PPR, DN 32, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"14,06",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96678,"TUBO, PPR, DN 40, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"19,56",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96679,"TUBO, PPR, DN 50, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"28,56",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96680,"TUBO, PPR, DN 63, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"38,65",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96681,"TUBO, PPR, DN 75, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"71,49",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96682,"TUBO, PPR, DN 90, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"105,34",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96683,"TUBO, PPR, DN 110, CLASSE PN 25,  INSTALADO EM PRUMADA DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"144,50",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96718,"TUBO, PPR, DN 20, CLASSE PN 20,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"5,51",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96719,"TUBO, PPR, DN 25, CLASSE PN 20,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"12,34",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96720,"TUBO, PPR, DN 32, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"14,92",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96721,"TUBO, PPR, DN 40, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"19,54",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96722,"TUBO, PPR, DN 50, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"26,92",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96723,"TUBO, PPR, DN 63, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"35,00",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96724,"TUBO, PPR, DN 75, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"57,20",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96725,"TUBO, PPR, DN 90, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"74,06",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96726,"TUBO, PPR, DN 110, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"120,52",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96727,"TUBO, PPR, DN 20, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"10,95",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96728,"TUBO, PPR, DN 25, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"12,82",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96729,"TUBO, PPR, DN 32, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"19,06",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96730,"TUBO, PPR, DN 40, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"23,59",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96731,"TUBO, PPR, DN 50, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"34,64",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96732,"TUBO, PPR, DN 63, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"42,31",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96733,"TUBO, PPR, DN 75, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"77,16",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96734,"TUBO, PPR, DN 90, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"105,39",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96735,"TUBO, PPR, DN 110, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO DE ÁGUA DE EDIFICAÇÃO QUE POSSUA RESERVATÓRIO DE FIBRA/FIBROCIMENTO – FORNECIMENTO E INSTALAÇÃO. AF_06/2016",M,COEFICIENTE DE REPRESENTATIVIDADE,"138,66",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96794,"TUBO, PEX, MONOCAMADA, DN 16, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,26",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96795,"TUBO, PEX, MONOCAMADA, DN 20, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"9,21",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96796,"TUBO, PEX, MONOCAMADA, DN 25, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"12,83",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96797,"TUBO, PEX, MONOCAMADA, DN 32, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"19,26",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96798,"TUBO, PEX, MONOCAMADA, DN 16, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,38",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96799,"TUBO, PEX, MONOCAMADA, DN 20, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"9,91",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96800,"TUBO, PEX, MONOCAMADA, DN 25, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"14,28",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,96801,"TUBO, PEX, MONOCAMADA, DN 32, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA – FORNECIMENTO E INSTALAÇÃO. AF_06/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"21,75",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,97327,"TUBO EM COBRE FLEXÍVEL, DN 1/4”, COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL   FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"17,66",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,97328,"TUBO EM COBRE FLEXÍVEL, DN 3/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL – FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"30,32",CAIXA REFERENCIAL
INSTALACOES HIDRO SANITARIAS,INHI,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMICILIAR,0179,,,97329,"TUBO EM COBRE FLEXÍVEL, DN 1/2"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL – FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,COEFICIENTE DE REPRESENTATIVIDADE,"37,78",CAIXA REFERENCIAL
